content,date posted
"recently I was at BTS to spray my bumper and I saw many ws along that stretch. Any ws to recommend at this area as I will be going to change EO, ATF, oil filter, brake pads, engine filter etc. Would prefer this area as it nearer to aeon and eateries. 



 Initially wanted to change at LCH but the EO (5W40) they recommend is ROWE, which is made in Msia I supposed. Anyone has used it EO before ? If not, an alternative is to service at TT motorsport which specialises more on accessories and suspension, or HV racing. I have not been to HV racing though



Sent from Wonderland  using GAGT",13-11-17
"lurker88 said:
			
		
	
	
		
		
			Initially wanted to change at LCH but the EO (5W40) they recommend is ROWE, which is made in Msia I supposed.
		
		Click to expand...
	


Just curious, why not get your own EO and supply to LCH? If you aren't fussy about which group the oil is, Shell Helix Ultra 5W40 fully synthetic goes for S$35 for 4L. LCH to BTS side is also only like 5KM, Uber like few RM.



Just my 0.5c",14-11-17
"Donâ€™t think reliability is an issue for JB car workshops in my opinion. As long as itâ€™s cheap, go for it ah. Just make sure to stand down there or come back to spot check instead of walking away to make sure they do a good job. Or can buy them a winston red and kopi to make sure they do their job right",14-11-17
"HellHunter said:
			
		
	
	
		
		
			Just curious, why not get your own EO and supply to LCH? If you aren't fussy about which group the oil is, Shell Helix Ultra 5W40 fully synthetic goes for S$35 for 4L. LCH to BTS side is also only like 5KM, Uber like few RM.



Just my 0.5c
		
		Click to expand...
	


Actually can also. Other than shell, should I get other brands like motul or Pennzoil, where you guys usually get these from? I only know mxtrading. 



Side track a bit, other than relying on Wi-Fi, I don't have data plan in msia. Usually how you guys access to data? Buy a SIM card there? My frequency to msia is only once every 3 weeks nia so usage is really low that's why never think of uber to aeon from LCH



Sent from Wonderland  using GAGT",14-11-17
"hachi said:
			
		
	
	
		
		
			Number and address? I might wanna do a clutch replacement.
		
		Click to expand...
	


Go back a few pages in this thread.",17-11-17
"amelia80 said:
			
		
	
	
		
		
			
	

	
	
		
		

		
			
		
		
	


	
		
	




I just went to lch and sheng auto . I must say I am very impressed with their honesty and professionalism . they don't show attitude and generally don't give Singaporeans a 2 tier pricing. highly recommended



Sent from Samsung SM-G935F using GAGT
		
		Click to expand...
	


Best is Sheng opens almost everyday. Except for major public holiday in MY.",17-11-17
"My 8 years old avante sometime having ""tok tok"" sound when traveling at slow speed, previously a WS told me either the whole lower control arm/brushing need replacement.



I am not sure what other issues or parts require, but Will LCH keep stocks for all those parts? eg brushing, front or back shock absorber etc?



And also, only appointment basis?
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Nov 17, 2017",17-11-17
"kongjj said:
			
		
	
	
		
		
			My 8 years old avante sometime having ""tok tok"" sound when traveling at slow speed, previously a WS told me either the whole lower control arm/brushing need replacement.



I am not sure what other issues or parts require, but Will LCH keep stocks for all those parts? eg brushing, front or back shock absorber etc?



And also, only appointment basis?
		
		Click to expand...
	


Inform them that you're coming so that they can order parts else it's only gonna incur waiting time. LCH does knows how to do lower arm bush change, did mine with them.",17-11-17
"BuGGi3 said:
			
		
	
	
		
		
			Inform them that you're coming so that they can order parts else it's only gonna incur waiting time. LCH does knows how to do lower arm bush change, did mine with them.
		
		Click to expand...
	


but problem is JB got this car model? I drove a honda fit ge6 JDM, over for them to check on some parts, third brake light and door seal and they say need to check with KL if have these parts and say will message me. I went in Oct and till date, no reply from them, so i take it as, no such part. 



Best will be to check if they have this car model in JB and they have the part for it. If don't have, buy from local stockist and bring over. Or if you are not sure, get it done locally.",17-11-17
"yanbros said:
			
		
	
	
		
		
			but problem is JB got this car model? I drove a honda fit ge6 JDM, over for them to check on some parts, third brake light and door seal and they say need to check with KL if have these parts and say will message me. I went in Oct and till date, no reply from them, so i take it as, no such part. 



Best will be to check if they have this car model in JB and they have the part for it. If don't have, buy from local stockist and bring over. Or if you are not sure, get it done locally.
		
		Click to expand...
	


makes sense.



@buggie call or msg them b4 u go. else buy your parts in sg and bring it there.",17-11-17
"Hi guys, any jb workshop to recommend?



I just bought a 2009 avante but got some problem... my gearbox like laggy (change d to r gear takes a few seconds to react).... local workshop here recommend doing auto transmission flushing, change auto transmission fluid (need about 8L to clean properly) and also auto transmission oil filter. Quoted me $400+ 



On budget leh cos bought this car for grab/uber use.

http://www.dennislee.co HardwareZone Forums app",18-11-17
"d3n said:
			
		
	
	
		
		
			Hi guys, any jb workshop to recommend?



I just bought a 2009 avante but got some problem... my gearbox like laggy (change d to r gear takes a few seconds to react).... local workshop here recommend doing auto transmission flushing, change auto transmission fluid (need about 8L to clean properly) and also auto transmission oil filter. Quoted me $400+ &#55357;



On budget leh cos bought this car for grab/uber use.

http://www.dennislee.co HardwareZone Forums app
		
		Click to expand...
	


LCH brothers



Sent from Xiaomi MI MAX 2 using GAGT",18-11-17
"d3n said:
			
		
	
	
		
		
			Hi guys, any jb workshop to recommend?



I just bought a 2009 avante but got some problem... my gearbox like laggy (change d to r gear takes a few seconds to react).... local workshop here recommend doing auto transmission flushing, change auto transmission fluid (need about 8L to clean properly) and also auto transmission oil filter. Quoted me $400+ 



On budget leh cos bought this car for grab/uber use.

http://www.dennislee.co HardwareZone Forums app
		
		Click to expand...
	
Just wonder you never test-drive before purchase? 

If not, is it really suaysuay bought le then problem arise; sianzzzz @,@



At the same time, is it applicable to lemon law(6 months??); which of course we all doubt dealer will foot the bill.....



Back again, $400+ sound costly wor.",18-11-17
"Got test drive but only after driving a while notice this. The dealer offer to pay 50%.










	
		
			
				AL5509 said:
			
		
	
	
		
		
			Just wonder you never test-drive before purchase? 

If not, is it really suaysuay bought le then problem arise; sianzzzz @,@



At the same time, is it applicable to lemon law(6 months??); which of course we all doubt dealer will foot the bill.....



Back again, $400+ sound costly wor.
		
		Click to expand...
	
http://www.dennislee.co HardwareZone Forums app",18-11-17
"Whats the address?








	
		
			
				snipfer said:
			
		
	
	
		
		
			LCH brothers



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	
http://www.dennislee.co HardwareZone Forums app",18-11-17
"Just check with them they dun have flushing 








	
		
			
				snipfer said:
			
		
	
	
		
		
			LCH brothers



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	
http://www.dennislee.co HardwareZone Forums app",18-11-17
"d3n said:
			
		
	
	
		
		
			Just check with them they dun have flushing 





http://www.dennislee.co HardwareZone Forums app
		
		Click to expand...
	


Then go to Hawk Tayar.



Sent from Xiaomi MI MAX 2 using GAGT",18-11-17
"d3n said:
			
		
	
	
		
		
			Got test drive but only after driving a while notice this. The dealer offer to pay 50%.







http://www.dennislee.co HardwareZone Forums app
		
		Click to expand...
	
Sianz but dealer ok to fork up 50% of repair with any cap bo?

What happen if after flushing still the same?

Better ask properly?",18-11-17
"The workshop got say le flushing don't guarantee will solve problem but better then don't do anything and let the condition deteriorate then whole gearbox later gg.



I give the dealer the amount he say ok to 50%.








	
		
			
				AL5509 said:
			
		
	
	
		
		
			Sianz but dealer ok to fork up 50% of repair with any cap bo?

What happen if after flushing still the same?

Better ask properly?
		
		Click to expand...
	
http://www.dennislee.co HardwareZone Forums app",18-11-17
"d3n said:
			
		
	
	
		
		
			The workshop got say le flushing don't guarantee will solve problem but better then don't do anything and let the condition deteriorate then whole gearbox later gg.



I give the dealer the amount he say ok to 50%.





http://www.dennislee.co HardwareZone Forums app
		
		Click to expand...
	
Ya hope it helps. Else overhaul gearbox is no joke.",18-11-17
"Ok lah i dun think the condition that bad... now is just lag 1-3 secs when i change gear... anyway car to be scrap in feb 2019 








	
		
			
				AL5509 said:
			
		
	
	
		
		
			Ya hope it helps. Else overhaul gearbox is no joke.
		
		Click to expand...
	
http://www.dennislee.co HardwareZone Forums app",18-11-17
"snipfer said:
			
		
	
	
		
		
			It's basically a HU. those who quoted you SGD80-120 is really chop carrot.



Btw I just WhatsApp him, RM75 installation charge for android player.



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	
bro, if you dont mind, can help me check prices for windows visor for a civic fd?

was quoted 150rm at KSL shops",19-11-17
"jumpmanz said:
			
		
	
	
		
		
			bro, if you dont mind, can help me check prices for windows visor for a civic fd?

was quoted 150rm at KSL shops 
		
		Click to expand...
	


Visors are considered accessories.

Go to Sheng Auto



RM150 is for 4 pcs?

Civic FD year?



Sent from Xiaomi MI MAX 2 using GAGT",19-11-17
Bro any workshop to contact if my vechicle breakdown or accident in jb?,20-11-17
"AL5509 said:
			
		
	
	
		
		
			Lolol I always wonder why too but just live with it

Or maybe now when the car is going straight but you are not used to it ya.



Tell them to make it tilted to the right more to counter it, aka mis-alight it instead to match the road condition ya =P
		
		Click to expand...
	


ya just live with it for now.",23-11-17
"snipfer said:
			
		
	
	
		
		
			Spark plugs, air/aircon/oil filters are cheap.



Bring your own engine oil. It's expensive in my.



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	


Did my servicing at LCH bros yesterday. Was a good experience. Everything done was professional and within a short time cause all the mechanics were working on my car. Thanks to the bros who recommended this workshop. Planning to change my shocks and mounting with them next time!",23-11-17
"koolaid said:
			
		
	
	
		
		
			ya went bk to them and the mech test drove the car again. checked tire pressure and insisted the alignment is ok.  



told me its normal all cars when driving will pull left because roads are build tilted so that water will flow away from the surface when it rains. not sure if he has friends who are real civil engineers but I'm pretty sure thats not the real reason why certain only roads needs to be slightly tilted. lol...
		
		Click to expand...
	


Try on mce center lane see if will still pull to the left. I always use this to test my alignment. This road seems to be smoother perhaps newer and more balanced.",23-11-17
"yanbros said:
			
		
	
	
		
		
			Try on mce center lane see if will still pull to the left. I always use this to test my alignment. This road seems to be smoother perhaps newer and more balanced.
		
		Click to expand...
	


just did that earlier this afternoon... i asked my friend to drive my car from clementi to changi biz park while i sat next to him... he drove via aye mce ecp... traffic was not heavy n was drizzling... i tested him by asking him if my car was pulling right before we drove off...



 throughout the drive, he kept telling me cannot be pulling right cos the car is slowly drifting to the left...  and first thing he said was to do the alignment... i didn't tell him the alignment was already done. 



n i thought i was paranoid about my car pulling left... lol...",23-11-17
